geoAbb,busGroup,busChar,item2,valNorm,status
ON,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.040999999999999995,A
MB,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.055999999999999994,B
SK,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.08199999999999999,B
AB,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.121,C
BC,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0.6579999999999999,E
NT,Emploi,>= 100 employés,Incapacité d'accepter de nouveaux clients,0,A
NS,Âge de l'entreprise,<= 2 ans,Incapacité d'accepter de nouveaux clients,0,A
CA,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.177,D
NL,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
QC,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.057,C
ON,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.239,E
MB,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.903,D
SK,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
BC,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0.034,B
YT,Âge de l'entreprise,De 3 à 10 ans,Incapacité d'accepter de nouveaux clients,0,A
CA,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.113,B
NL,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.13699999999999998,E
NS,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0,A
QC,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.221,E
ON,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.05,B
SK,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.098,D
AB,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.002,A
BC,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0.012,A
YT,Âge de l'entreprise,De 11 à 20 ans,Incapacité d'accepter de nouveaux clients,0,A
CA,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.094,A
NL,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.126,D
PE,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.052000000000000005,B
NS,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.133,D
NB,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.174,D
QC,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.062,B
ON,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.078,B
MB,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.20600000000000002,D
SK,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.055,A
AB,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.04,A
BC,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.17300000000000001,D
YT,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0,A
NT,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.127,C
NU,Âge de l'entreprise,> 20 ans,Incapacité d'accepter de nouveaux clients,0.18899999999999997,E
CA,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.122,A
NL,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.174,E
PE,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.105,D
NS,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.243,E
NB,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.28300000000000003,E
QC,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.09699999999999999,B
ON,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.091,B
MB,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.47100000000000003,E
SK,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.084,B
AB,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.054000000000000006,B
BC,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.135,C
YT,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0,A
NT,Lieu,Milieu urbain,Incapacité d'accepter de nouveaux clients,0.127,E
CA,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.032,A
NL,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.015,A
PE,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.049,B
NS,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.012,A
NB,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.067,C
QC,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.036000000000000004,B
ON,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.018000000000000002,A
MB,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.065,C
SK,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.002,A
AB,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.009000000000000001,A
BC,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.084,C
YT,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0,A
NU,Lieu,Milieu rural,Incapacité d'accepter de nouveaux clients,0.18600000000000003,E
CA,Emploi,< 5 employés,Risque de fermeture,0.095,B
NL,Emploi,< 5 employés,Risque de fermeture,0.015,A
PE,Emploi,< 5 employés,Risque de fermeture,0.078,C
NS,Emploi,< 5 employés,Risque de fermeture,0.008,A
NB,Emploi,< 5 employés,Risque de fermeture,0,A
QC,Emploi,< 5 employés,Risque de fermeture,0.09300000000000001,C
ON,Emploi,< 5 employés,Risque de fermeture,0.203,E
MB,Emploi,< 5 employés,Risque de fermeture,0.153,D
SK,Emploi,< 5 employés,Risque de fermeture,0.073,C
AB,Emploi,< 5 employés,Risque de fermeture,0.054000000000000006,B
BC,Emploi,< 5 employés,Risque de fermeture,0.013000000000000001,A
YT,Emploi,< 5 employés,Risque de fermeture,0,A
NT,Emploi,< 5 employés,Risque de fermeture,0,A
CA,Emploi,5 < 20 employés,Risque de fermeture,0.02,A
NL,Emploi,5 < 20 employés,Risque de fermeture,0,A
PE,Emploi,5 < 20 employés,Risque de fermeture,0.031,B
NS,Emploi,5 < 20 employés,Risque de fermeture,0.113,C
NB,Emploi,5 < 20 employés,Risque de fermeture,0.013000000000000001,A
QC,Emploi,5 < 20 employés,Risque de fermeture,0.003,A
ON,Emploi,5 < 20 employés,Risque de fermeture,0.017,A
MB,Emploi,5 < 20 employés,Risque de fermeture,0.051,C
SK,Emploi,5 < 20 employés,Risque de fermeture,0.013999999999999999,A
AB,Emploi,5 < 20 employés,Risque de fermeture,0.066,C
BC,Emploi,5 < 20 employés,Risque de fermeture,0,A
YT,Emploi,5 < 20 employés,Risque de fermeture,0,A
NT,Emploi,5 < 20 employés,Risque de fermeture,0,A
NU,Emploi,5 < 20 employés,Risque de fermeture,0,A
CA,Emploi,20 < 100 employés,Risque de fermeture,0.024,A
NL,Emploi,20 < 100 employés,Risque de fermeture,0,A
PE,Emploi,20 < 100 employés,Risque de fermeture,0.036000000000000004,A
NS,Emploi,20 < 100 employés,Risque de fermeture,0.035,A
NB,Emploi,20 < 100 employés,Risque de fermeture,0,A
QC,Emploi,20 < 100 employés,Risque de fermeture,0.003,A
ON,Emploi,20 < 100 employés,Risque de fermeture,0.013999999999999999,A
MB,Emploi,20 < 100 employés,Risque de fermeture,0.01,A
SK,Emploi,20 < 100 employés,Risque de fermeture,0,A
AB,Emploi,20 < 100 employés,Risque de fermeture,0.002,A
BC,Emploi,20 < 100 employés,Risque de fermeture,0.10300000000000001,D
YT,Emploi,20 < 100 employés,Risque de fermeture,0,A
NT,Emploi,20 < 100 employés,Risque de fermeture,0.126,D
NU,Emploi,20 < 100 employés,Risque de fermeture,0,A
CA,Emploi,>= 100 employés,Risque de fermeture,0.01,A
NL,Emploi,>= 100 employés,Risque de fermeture,0,A
NS,Emploi,>= 100 employés,Risque de fermeture,0,A
NB,Emploi,>= 100 employés,Risque de fermeture,0,A
QC,Emploi,>= 100 employés,Risque de fermeture,0.028999999999999998,A
ON,Emploi,>= 100 employés,Risque de fermeture,0,A
MB,Emploi,>= 100 employés,Risque de fermeture,0,A
SK,Emploi,>= 100 employés,Risque de fermeture,0.08199999999999999,B
AB,Emploi,>= 100 employés,Risque de fermeture,0.026000000000000002,A
BC,Emploi,>= 100 employés,Risque de fermeture,0.009000000000000001,A
NT,Emploi,>= 100 employés,Risque de fermeture,0,A
CA,Âge de l'entreprise,<= 2 ans,Risque de fermeture,0.152,E
NS,Âge de l'entreprise,<= 2 ans,Risque de fermeture,1,A
QC,Âge de l'entreprise,<= 2 ans,Risque de fermeture,0,A
ON,Âge de l'entreprise,<= 2 ans,Risque de fermeture,0,A
CA,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.055,B
NL,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
QC,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.013000000000000001,A
ON,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.057999999999999996,C
MB,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
SK,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
AB,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.065,C
BC,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0.105,E
YT,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
NT,Âge de l'entreprise,De 3 à 10 ans,Risque de fermeture,0,A
CA,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.09,C
NL,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.039,B
PE,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.043,B
NS,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.067,B
NB,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0,A
QC,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.138,E
ON,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.006,A
MB,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0,A
SK,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.026000000000000002,A
BC,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0.012,A
YT,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0,A
NU,Âge de l'entreprise,De 11 à 20 ans,Risque de fermeture,0,A
CA,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.05,A
NL,Âge de l'entreprise,> 20 ans,Risque de fermeture,0,A
PE,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.055,B
NS,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.035,B
NB,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.005,A
QC,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.031,B
ON,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.115,D
MB,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.107,B
SK,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.045,B
AB,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.017,A
BC,Âge de l'entreprise,> 20 ans,Risque de fermeture,0.005,A
YT,Âge de l'entreprise,> 20 ans,Risque de fermeture,0,A
NT,Âge de l'entreprise,> 20 ans,Risque de fermeture,0,A
NU,Âge de l'entreprise,> 20 ans,Risque de fermeture,0,A
CA,Lieu,Milieu urbain,Risque de fermeture,0.055999999999999994,A
NL,Lieu,Milieu urbain,Risque de fermeture,0.011000000000000001,A
PE,Lieu,Milieu urbain,Risque de fermeture,0.094,C
NS,Lieu,Milieu urbain,Risque de fermeture,0.08900000000000001,C
NB,Lieu,Milieu urbain,Risque de fermeture,0.009000000000000001,A
QC,Lieu,Milieu urbain,Risque de fermeture,0.019,A
ON,Lieu,Milieu urbain,Risque de fermeture,0.11800000000000001,D
MB,Lieu,Milieu urbain,Risque de fermeture,0.064,B
SK,Lieu,Milieu urbain,Risque de fermeture,0.002,A
AB,Lieu,Milieu urbain,Risque de fermeture,0.065,B
BC,Lieu,Milieu urbain,Risque de fermeture,0.019,A
YT,Lieu,Milieu urbain,Risque de fermeture,0,A
NT,Lieu,Milieu urbain,Risque de fermeture,0,A
CA,Lieu,Milieu rural,Risque de fermeture,0.048,B
NL,Lieu,Milieu rural,Risque de fermeture,0,A
PE,Lieu,Milieu rural,Risque de fermeture,0.022000000000000002,A
NS,Lieu,Milieu rural,Risque de fermeture,0.01,A
NB,Lieu,Milieu rural,Risque de fermeture,0,A
QC,Lieu,Milieu rural,Risque de fermeture,0.092,D
ON,Lieu,Milieu rural,Risque de fermeture,0,A
MB,Lieu,Milieu rural,Risque de fermeture,0.107,D
SK,Lieu,Milieu rural,Risque de fermeture,0.121,D
AB,Lieu,Milieu rural,Risque de fermeture,0,A
BC,Lieu,Milieu rural,Risque de fermeture,0,A
YT,Lieu,Milieu rural,Risque de fermeture,0,A
NT,Lieu,Milieu rural,Risque de fermeture,0.114,D
NU,Lieu,Milieu rural,Risque de fermeture,0,A
CA,Emploi,< 5 employés,Autre,0.012,A
NL,Emploi,< 5 employés,Autre,0,A
PE,Emploi,< 5 employés,Autre,0,A
NS,Emploi,< 5 employés,Autre,0.081,D
NB,Emploi,< 5 employés,Autre,0.026000000000000002,A
QC,Emploi,< 5 employés,Autre,0.001,A
ON,Emploi,< 5 employés,Autre,0.004,A
MB,Emploi,< 5 employés,Autre,0.063,B
SK,Emploi,< 5 employés,Autre,0.08199999999999999,D
AB,Emploi,< 5 employés,Autre,0,A
BC,Emploi,< 5 employés,Autre,0.005,A
YT,Emploi,< 5 employés,Autre,0,A
NT,Emploi,< 5 employés,Autre,0,A
CA,Emploi,5 < 20 employés,Autre,0.01,A
NL,Emploi,5 < 20 employés,Autre,0.063,C
PE,Emploi,5 < 20 employés,Autre,0,A
NS,Emploi,5 < 20 employés,Autre,0,A
NB,Emploi,5 < 20 employés,Autre,0,A
QC,Emploi,5 < 20 employés,Autre,0,A
ON,Emploi,5 < 20 employés,Autre,0.002,A
MB,Emploi,5 < 20 employés,Autre,0.002,A
SK,Emploi,5 < 20 employés,Autre,0,A
AB,Emploi,5 < 20 employés,Autre,0.055,C
BC,Emploi,5 < 20 employés,Autre,0.013999999999999999,A
YT,Emploi,5 < 20 employés,Autre,0,A
NT,Emploi,5 < 20 employés,Autre,0,A
NU,Emploi,5 < 20 employés,Autre,0,A
CA,Emploi,20 < 100 employés,Autre,0.005,A
NL,Emploi,20 < 100 employés,Autre,0,A
PE,Emploi,20 < 100 employés,Autre,0,A
NS,Emploi,20 < 100 employés,Autre,0,A
NB,Emploi,20 < 100 employés,Autre,0.012,A
QC,Emploi,20 < 100 employés,Autre,0,A
ON,Emploi,20 < 100 employés,Autre,0.005,A
MB,Emploi,20 < 100 employés,Autre,0.019,A
SK,Emploi,20 < 100 employés,Autre,0,A
AB,Emploi,20 < 100 employés,Autre,0.003,A
BC,Emploi,20 < 100 employés,Autre,0.008,A
YT,Emploi,20 < 100 employés,Autre,0,A
NT,Emploi,20 < 100 employés,Autre,0,A
NU,Emploi,20 < 100 employés,Autre,0,A
CA,Emploi,>= 100 employés,Autre,0.003,A
NL,Emploi,>= 100 employés,Autre,0,A
NS,Emploi,>= 100 employés,Autre,0,A
NB,Emploi,>= 100 employés,Autre,0,A
QC,Emploi,>= 100 employés,Autre,0.04,B
ON,Emploi,>= 100 employés,Autre,0,A
MB,Emploi,>= 100 employés,Autre,0,A
SK,Emploi,>= 100 employés,Autre,0,A
AB,Emploi,>= 100 employés,Autre,0,A
BC,Emploi,>= 100 employés,Autre,0,A
NT,Emploi,>= 100 employés,Autre,0,A
CA,Âge de l'entreprise,<= 2 ans,Autre,0,A
NS,Âge de l'entreprise,<= 2 ans,Autre,0,A
QC,Âge de l'entreprise,<= 2 ans,Autre,0,A
ON,Âge de l'entreprise,<= 2 ans,Autre,0,A
CA,Âge de l'entreprise,De 3 à 10 ans,Autre,0.006,A
NL,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
NS,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
QC,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
ON,Âge de l'entreprise,De 3 à 10 ans,Autre,0.033,B
MB,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
SK,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
AB,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
BC,Âge de l'entreprise,De 3 à 10 ans,Autre,0.006999999999999999,A
YT,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
NT,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
CA,Âge de l'entreprise,De 11 à 20 ans,Autre,0.025,A
NL,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
PE,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
NS,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
NB,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
QC,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
ON,Âge de l'entreprise,De 11 à 20 ans,Autre,0.01,A
MB,Âge de l'entreprise,De 11 à 20 ans,Autre,0.057,C
SK,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
AB,Âge de l'entreprise,De 11 à 20 ans,Autre,0.069,C
BC,Âge de l'entreprise,De 11 à 20 ans,Autre,0.009000000000000001,A
YT,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
NT,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
NU,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
CA,Âge de l'entreprise,> 20 ans,Autre,0.008,A
NL,Âge de l'entreprise,> 20 ans,Autre,0.04,B
PE,Âge de l'entreprise,> 20 ans,Autre,0,A
NS,Âge de l'entreprise,> 20 ans,Autre,0.044000000000000004,B
NB,Âge de l'entreprise,> 20 ans,Autre,0.018000000000000002,A
QC,Âge de l'entreprise,> 20 ans,Autre,0.001,A
ON,Âge de l'entreprise,> 20 ans,Autre,0.001,A
MB,Âge de l'entreprise,> 20 ans,Autre,0.024,A
SK,Âge de l'entreprise,> 20 ans,Autre,0.044000000000000004,B
AB,Âge de l'entreprise,> 20 ans,Autre,0,A
BC,Âge de l'entreprise,> 20 ans,Autre,0.01,A
YT,Âge de l'entreprise,> 20 ans,Autre,0,A
NT,Âge de l'entreprise,> 20 ans,Autre,0,A
NU,Âge de l'entreprise,> 20 ans,Autre,0,A
CA,Lieu,Milieu urbain,Autre,0.012,A
NL,Lieu,Milieu urbain,Autre,0.047,B
PE,Lieu,Milieu urbain,Autre,0,A
NS,Lieu,Milieu urbain,Autre,0.073,D
NB,Lieu,Milieu urbain,Autre,0.027000000000000003,B
QC,Lieu,Milieu urbain,Autre,0.001,A
ON,Lieu,Milieu urbain,Autre,0.004,A
MB,Lieu,Milieu urbain,Autre,0.037000000000000005,A
SK,Lieu,Milieu urbain,Autre,0.057999999999999996,C
AB,Lieu,Milieu urbain,Autre,0.013999999999999999,A
BC,Lieu,Milieu urbain,Autre,0.01,A
YT,Lieu,Milieu urbain,Autre,0,A
NT,Lieu,Milieu urbain,Autre,0,A
CA,Lieu,Milieu rural,Autre,0.001,A
NL,Lieu,Milieu rural,Autre,0,A
PE,Lieu,Milieu rural,Autre,0,A
NS,Lieu,Milieu rural,Autre,0,A
NB,Lieu,Milieu rural,Autre,0.002,A
QC,Lieu,Milieu rural,Autre,0.001,A
ON,Lieu,Milieu rural,Autre,0,A
MB,Lieu,Milieu rural,Autre,0.003,A
SK,Lieu,Milieu rural,Autre,0,A
AB,Lieu,Milieu rural,Autre,0,A
BC,Lieu,Milieu rural,Autre,0.009000000000000001,A
YT,Lieu,Milieu rural,Autre,0,A
NT,Lieu,Milieu rural,Autre,0,A
NU,Lieu,Milieu rural,Autre,0,A
CA,Emploi,< 5 employés,Aucun,0.235,C
NL,Emploi,< 5 employés,Aucun,0.335,E
PE,Emploi,< 5 employés,Aucun,0.358,E
NS,Emploi,< 5 employés,Aucun,0.248,E
NB,Emploi,< 5 employés,Aucun,0.151,D
QC,Emploi,< 5 employés,Aucun,0.282,E
MB,Emploi,< 5 employés,Aucun,0.106,C
SK,Emploi,< 5 employés,Aucun,0.215,E
AB,Emploi,< 5 employés,Aucun,0.214,E
NT,Emploi,< 5 employés,Aucun,0,A
CA,Emploi,5 < 20 employés,Aucun,0.092,B
NL,Emploi,5 < 20 employés,Aucun,0.175,D
PE,Emploi,5 < 20 employés,Aucun,0.155,D
NS,Emploi,5 < 20 employés,Aucun,0.011000000000000001,A
NB,Emploi,5 < 20 employés,Aucun,0.044000000000000004,B
QC,Emploi,5 < 20 employés,Aucun,0.14400000000000002,D
ON,Emploi,5 < 20 employés,Aucun,0.03,A
MB,Emploi,5 < 20 employés,Aucun,0.057,C
SK,Emploi,5 < 20 employés,Aucun,0.095,B
AB,Emploi,5 < 20 employés,Aucun,0.07,C
BC,Emploi,5 < 20 employés,Aucun,0.11,D
YT,Emploi,5 < 20 employés,Aucun,0.154,E
NT,Emploi,5 < 20 employés,Aucun,0.207,E
NU,Emploi,5 < 20 employés,Aucun,0,A
CA,Emploi,20 < 100 employés,Aucun,0.14400000000000002,C
PE,Emploi,20 < 100 employés,Aucun,0,A
NS,Emploi,20 < 100 employés,Aucun,0.245,E
NB,Emploi,20 < 100 employés,Aucun,0.747,E
ON,Emploi,20 < 100 employés,Aucun,0.065,B
MB,Emploi,20 < 100 employés,Aucun,0.138,D
SK,Emploi,20 < 100 employés,Aucun,0.226,E
AB,Emploi,20 < 100 employés,Aucun,0.069,B
BC,Emploi,20 < 100 employés,Aucun,0.028999999999999998,A
NT,Emploi,20 < 100 employés,Aucun,0.172,E
NU,Emploi,20 < 100 employés,Aucun,0,A
CA,Emploi,>= 100 employés,Aucun,0.096,B
NL,Emploi,>= 100 employés,Aucun,0,A
NS,Emploi,>= 100 employés,Aucun,0,A
NB,Emploi,>= 100 employés,Aucun,0,A
QC,Emploi,>= 100 employés,Aucun,0.069,C
ON,Emploi,>= 100 employés,Aucun,0.099,B
MB,Emploi,>= 100 employés,Aucun,0.045,B
SK,Emploi,>= 100 employés,Aucun,0.214,E
AB,Emploi,>= 100 employés,Aucun,0.226,E
BC,Emploi,>= 100 employés,Aucun,0.009000000000000001,A
NT,Emploi,>= 100 employés,Aucun,0,A
CA,Âge de l'entreprise,<= 2 ans,Aucun,0,A
NS,Âge de l'entreprise,<= 2 ans,Aucun,0,A
QC,Âge de l'entreprise,<= 2 ans,Aucun,0,A
ON,Âge de l'entreprise,<= 2 ans,Aucun,0,A
NL,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
NS,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
ON,Âge de l'entreprise,De 3 à 10 ans,Aucun,0.011000000000000001,A
MB,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
SK,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
AB,Âge de l'entreprise,De 3 à 10 ans,Aucun,0.01,A
BC,Âge de l'entreprise,De 3 à 10 ans,Aucun,0.012,A
YT,Âge de l'entreprise,De 3 à 10 ans,Aucun,0.883,D
NT,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
CA,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.17800000000000002,D
NL,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.146,E
NS,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.064,B
NB,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.158,E
QC,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.040999999999999995,B
ON,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.027999999999999997,A
SK,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.016,A
YT,Âge de l'entreprise,De 11 à 20 ans,Aucun,1,A
NT,Âge de l'entreprise,De 11 à 20 ans,Aucun,0,A
NU,Âge de l'entreprise,De 11 à 20 ans,Aucun,0,A
CA,Âge de l'entreprise,> 20 ans,Aucun,0.161,B
NL,Âge de l'entreprise,> 20 ans,Aucun,0.299,E
PE,Âge de l'entreprise,> 20 ans,Aucun,0.217,D
NS,Âge de l'entreprise,> 20 ans,Aucun,0.163,D
NB,Âge de l'entreprise,> 20 ans,Aucun,0.162,C
QC,Âge de l'entreprise,> 20 ans,Aucun,0.192,C
ON,Âge de l'entreprise,> 20 ans,Aucun,0.145,E
MB,Âge de l'entreprise,> 20 ans,Aucun,0.081,B
SK,Âge de l'entreprise,> 20 ans,Aucun,0.191,C
AB,Âge de l'entreprise,> 20 ans,Aucun,0.171,E
BC,Âge de l'entreprise,> 20 ans,Aucun,0.139,C
YT,Âge de l'entreprise,> 20 ans,Aucun,0.231,E
NT,Âge de l'entreprise,> 20 ans,Aucun,0.182,D
NU,Âge de l'entreprise,> 20 ans,Aucun,0,A
CA,Lieu,Milieu urbain,Aucun,0.16699999999999998,B
NL,Lieu,Milieu urbain,Aucun,0.20199999999999999,D
PE,Lieu,Milieu urbain,Aucun,0.111,C
NS,Lieu,Milieu urbain,Aucun,0.215,E
NB,Lieu,Milieu urbain,Aucun,0.092,C
QC,Lieu,Milieu urbain,Aucun,0.305,E
ON,Lieu,Milieu urbain,Aucun,0.145,E
MB,Lieu,Milieu urbain,Aucun,0.035,A
SK,Lieu,Milieu urbain,Aucun,0.161,C
AB,Lieu,Milieu urbain,Aucun,0.083,B
BC,Lieu,Milieu urbain,Aucun,0.16,D
NT,Lieu,Milieu urbain,Aucun,0.214,E
CA,Lieu,Milieu rural,Aucun,0.16399999999999998,D
PE,Lieu,Milieu rural,Aucun,0.273,E
NS,Lieu,Milieu rural,Aucun,0.068,B
NB,Lieu,Milieu rural,Aucun,0.23600000000000002,D
QC,Lieu,Milieu rural,Aucun,0.013999999999999999,A
ON,Lieu,Milieu rural,Aucun,0.013999999999999999,A
MB,Lieu,Milieu rural,Aucun,0.18,D
SK,Lieu,Milieu rural,Aucun,0.18600000000000003,D
BC,Lieu,Milieu rural,Aucun,0.057,D
YT,Lieu,Milieu rural,Aucun,1,A
NT,Lieu,Milieu rural,Aucun,0,A
NU,Lieu,Milieu rural,Aucun,0,A
