refDate,geo,valNormP_coreEmp_All,valNormP_govtEmp_All,valNormP_coreEmp_Sports,valNormP_coreEmp_Education,valNormP_govtEmp_Education,valNormP_coreEmp_Health,valNormP_govtEmp_Health,valNormP_coreEmp_SocServ,valNormP_govtEmp_SocServ,valNormP_coreEmp_Environment,valNormP_coreEmp_DevtHousing,valNormP_coreEmp_Advocacy,valNormP_coreEmp_Fdns,valNormP_coreEmp_International,valNormP_coreEmp_Religion,valNormP_coreEmp_ProfAssoc,valNormP_coreEmp_Other,valNorm_coreEmp_All,valNorm_govtEmp_All,valNorm_coreEmp_Sports,valNorm_coreEmp_Education,valNorm_govtEmp_Education,valNorm_coreEmp_Health,valNorm_govtEmp_Health,valNorm_coreEmp_SocServ,valNorm_govtEmp_SocServ,valNorm_coreEmp_Environment,valNorm_coreEmp_DevtHousing,valNorm_coreEmp_Advocacy,valNorm_coreEmp_Fdns,valNorm_coreEmp_International,valNorm_coreEmp_Religion,valNorm_coreEmp_ProfAssoc,valNorm_coreEmp_Other
2012-01-01,NS,1.0555555555555556,1.0625,1,1,1.0714285714285714,1,1.103448275862069,1,1,NA,1,NA,1,NA,1,1,2,19000,51000,2000,1000,15000,2000,32000,4000,4000,NA,1000,NA,1000,NA,2000,5000,2000
2012-01-01,NB,1,1.0689655172413792,1,NA,1.125,1,1.0555555555555556,1,1.5,NA,NA,NA,NA,NA,1,1,2,12000,31000,1000,NA,9000,1000,19000,2000,3000,NA,NA,NA,NA,NA,2000,3000,2000
2012-01-01,QC,1.1358024691358024,1.0341207349081365,1.0625,1.0526315789473684,1.0434782608695652,1,1.03125,1.1590909090909092,1.0303030303030303,NA,1.25,1,1,1,0.9285714285714286,1.1842105263157894,1.3571428571428572,184000,394000,17000,20000,96000,3000,264000,51000,34000,NA,5000,2000,6000,1000,13000,45000,19000
2012-01-01,ON,1.0842911877394636,1.0066225165562914,1.0434782608695652,1.1363636363636365,0.9878787878787879,1.1111111111111112,1.0196078431372548,1.26,1.0303030303030303,NA,1.5,1,0.9,1,1.032258064516129,1.015625,1,283000,456000,24000,25000,163000,20000,260000,63000,34000,NA,9000,4000,9000,2000,32000,65000,30000
2012-01-01,MB,1.1428571428571428,1.0735294117647058,1,1.5,1,1,1.0612244897959184,1.1111111111111112,1.1666666666666667,NA,1,NA,1,NA,1.3333333333333333,1.2,1.5,32000,73000,3000,3000,13000,1000,52000,10000,7000,NA,1000,NA,1000,NA,4000,6000,3000
2012-01-01,SK,1.1764705882352942,1.087719298245614,1,1,1.0714285714285714,1,1.0789473684210527,1.25,1.2,NA,NA,NA,1,NA,1,1,1.5,20000,62000,2000,1000,15000,1000,41000,5000,6000,NA,NA,NA,1000,NA,3000,4000,3000
2012-01-01,AB,1.1746031746031746,1.084848484848485,1.2857142857142858,1.2,1,1,1.1226415094339623,1.0833333333333333,1.1538461538461537,NA,1.5,1,1,1,1.125,1.1764705882352942,1.5,74000,179000,9000,6000,44000,2000,119000,13000,15000,NA,3000,1000,3000,1000,9000,20000,9000
2012-01-01,BC,1.1647058823529413,1.0751445086705202,1,1.1818181818181819,1.0740740740740742,1,1.0660377358490567,1.1764705882352942,1.0769230769230769,NA,1.6666666666666667,1,1,1,1.0909090909090908,1.15,1.6666666666666667,99000,186000,9000,13000,58000,3000,113000,20000,14000,NA,5000,1000,3000,1000,12000,23000,10000
2012-01-01,YT,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-01,NT,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1000,2000,NA,NA,NA,NA,2000,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-01,NU,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-01,CA,1.1441578148710168,1.0622347949080622,1.0952380952380953,1.1428571428571428,1.036144578313253,1,1.073446327683616,1.2464788732394365,1.0782608695652174,1,1.2777777777777777,1.1,1.08,1.2,1.0389610389610389,1.13125,1.21875,754000,1502000,69000,72000,430000,29000,950000,177000,124000,1000,23000,11000,27000,6000,80000,181000,78000
2013-01-01,NL,1.1428571428571428,1.032258064516129,1,NA,1.1111111111111112,NA,1.05,1,1,NA,NA,NA,NA,NA,1,1,1,8000,32000,1000,NA,10000,NA,21000,1000,3000,NA,NA,NA,NA,NA,1000,2000,1000
2013-01-01,PE,1,1.1428571428571428,NA,NA,1,NA,1.2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3000,8000,NA,NA,2000,NA,6000,1000,NA,NA,NA,NA,NA,NA,NA,1000,NA
2013-01-01,NS,1.0555555555555556,1.1041666666666667,1,1,1.1428571428571428,1,1.1379310344827587,1,1,NA,NA,NA,1,NA,1,1,2,19000,53000,2000,1000,16000,2000,33000,4000,4000,NA,NA,NA,1000,NA,2000,5000,2000
2013-01-01,NB,1.0833333333333333,1.2413793103448276,1,1,0.875,1,1.3333333333333333,1.5,1.5,NA,NA,NA,NA,NA,1,1,2,13000,36000,1000,1000,7000,1000,24000,3000,3000,NA,NA,NA,NA,NA,2000,3000,2000
2013-01-01,QC,1.1481481481481481,1.057742782152231,1.0625,1.0526315789473684,1.076086956521739,1,1.0546875,1.1818181818181819,1.0606060606060606,NA,1,1,1.1666666666666667,1,0.9285714285714286,1.236842105263158,1.2857142857142858,186000,403000,17000,20000,99000,3000,270000,52000,35000,NA,4000,2000,7000,1000,13000,47000,18000
2013-01-01,ON,1.0996168582375478,1.0154525386313467,1.0869565217391304,1.1818181818181819,0.9939393939393939,0.9444444444444444,1.0235294117647058,1.3,1.0303030303030303,NA,1.5,1.25,1,1,1.064516129032258,1.0625,1,287000,460000,25000,26000,164000,17000,261000,65000,34000,NA,9000,5000,10000,2000,33000,68000,30000
2013-01-01,MB,1.2142857142857142,1.088235294117647,1,1.5,1.0769230769230769,1,1.1020408163265305,1.2222222222222223,1.1666666666666667,NA,1,NA,1,NA,1.3333333333333333,1.2,1.5,34000,74000,3000,3000,14000,1000,54000,11000,7000,NA,1000,NA,1000,NA,4000,6000,3000
2013-01-01,SK,1.2352941176470589,1.087719298245614,1,1,1.0714285714285714,1,1.105263157894737,1.5,1,NA,NA,NA,1,NA,1,1.25,1.5,21000,62000,2000,1000,15000,1000,42000,6000,5000,NA,NA,NA,1000,NA,3000,5000,3000
2013-01-01,AB,1.2063492063492063,1.096969696969697,1.2857142857142858,1.2,1,1,1.1415094339622642,1.0833333333333333,1.2307692307692308,NA,1.5,1,1,1,1.125,1.2352941176470589,1.5,76000,181000,9000,6000,44000,2000,121000,13000,16000,NA,3000,1000,3000,1000,9000,21000,9000
2013-01-01,BC,1.2117647058823529,1.092485549132948,1,1.2727272727272727,1.0925925925925926,1,1.0849056603773586,1.2352941176470589,1.1538461538461537,NA,1.6666666666666667,2,1.3333333333333333,1,1.0909090909090908,1.2,1.6666666666666667,103000,189000,9000,14000,59000,3000,115000,21000,15000,NA,5000,2000,4000,1000,12000,24000,10000
2013-01-01,YT,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-01,NT,1,1.5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1000,3000,NA,NA,NA,NA,2000,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-01,NU,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-01,CA,1.157814871016692,1.077086280056577,1.1111111111111112,1.1746031746031746,1.0481927710843373,1.0344827586206897,1.0892655367231638,1.2746478873239437,1.0869565217391304,1,1.2777777777777777,0.8,1.08,1.2,1,1.15,1.25,763000,1523000,70000,74000,435000,30000,964000,181000,125000,1000,23000,8000,27000,6000,77000,184000,80000
2014-01-01,NL,1.1428571428571428,1.032258064516129,1,NA,1,NA,1.05,1,1,NA,NA,NA,NA,NA,1,1,1,8000,32000,1000,NA,9000,NA,21000,1000,3000,NA,NA,NA,NA,NA,1000,2000,1000
2014-01-01,PE,1,1.1428571428571428,NA,NA,1,NA,1.2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3000,8000,NA,NA,2000,NA,6000,1000,NA,NA,NA,NA,NA,NA,NA,1000,NA
2014-01-01,NS,1.1111111111111112,1.1458333333333333,1,1,1.0714285714285714,1.5,1.206896551724138,1,1.25,NA,NA,NA,1,NA,1,1,2,20000,55000,2000,1000,15000,3000,35000,4000,5000,NA,NA,NA,1000,NA,2000,5000,2000
2014-01-01,NB,1.0833333333333333,1.2413793103448276,1,1,0.875,1,1.3888888888888888,1.5,1.5,NA,NA,NA,NA,NA,1,1,2,13000,36000,1000,1000,7000,1000,25000,3000,3000,NA,NA,NA,NA,NA,2000,3000,2000
2014-01-01,QC,1.1419753086419753,1.0656167979002624,1.0625,1.105263157894737,1.065217391304348,1,1.06640625,1.1818181818181819,1.0606060606060606,NA,1.25,1,1.1666666666666667,1,0.9285714285714286,1.2105263157894737,1.3571428571428572,185000,406000,17000,21000,98000,3000,273000,52000,35000,NA,5000,2000,7000,1000,13000,46000,19000
2014-01-01,ON,1.1264367816091954,1.030905077262693,1.1304347826086956,1.2272727272727273,1.0303030303030303,0.8888888888888888,1.035294117647059,1.34,1.0606060606060606,NA,1.5,1,1,1,1.032258064516129,1.078125,1.0333333333333334,294000,467000,26000,27000,170000,16000,264000,67000,35000,NA,9000,4000,10000,2000,32000,69000,31000
2014-01-01,MB,1.2142857142857142,1.1323529411764706,1,1.5,1.0769230769230769,1,1.1428571428571428,1.2222222222222223,1.1666666666666667,NA,1,NA,1,NA,1.3333333333333333,1.2,1.5,34000,77000,3000,3000,14000,1000,56000,11000,7000,NA,1000,NA,1000,NA,4000,6000,3000
2014-01-01,SK,1.2352941176470589,1.1228070175438596,1,1,1.0714285714285714,1,1.131578947368421,1.5,1,NA,NA,NA,1,NA,1,1,1.5,21000,64000,2000,1000,15000,1000,43000,6000,5000,NA,NA,NA,1000,NA,3000,4000,3000
2014-01-01,AB,1.2380952380952381,1.1090909090909091,1.2857142857142858,1.4,1,1,1.150943396226415,1.1666666666666667,1.2307692307692308,NA,1.5,1,1,1,1.125,1.2352941176470589,1.6666666666666667,78000,183000,9000,7000,44000,2000,122000,14000,16000,NA,3000,1000,3000,1000,9000,21000,10000
2014-01-01,BC,1.223529411764706,1.1040462427745665,1,1.2727272727272727,1.0925925925925926,1,1.1037735849056605,1.2352941176470589,1.2307692307692308,NA,1.3333333333333333,1,1.3333333333333333,1,1,1.25,1.6666666666666667,104000,191000,9000,14000,59000,3000,117000,21000,16000,NA,4000,1000,4000,1000,11000,25000,10000
2014-01-01,YT,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-01-01,NT,1,1.5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1000,3000,NA,NA,NA,NA,2000,NA,1000,NA,NA,NA,NA,NA,NA,1000,NA
2014-01-01,NU,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01,CA,1.197268588770865,1.0891089108910892,1.2063492063492063,1.2063492063492063,1.0409638554216867,1.0344827586206897,1.1073446327683616,1.3380281690140845,1.1043478260869566,1,1.3333333333333333,1,1.08,1.2,1.025974025974026,1.13125,1.40625,789000,1540000,76000,76000,432000,30000,980000,190000,127000,1000,24000,10000,27000,6000,79000,181000,90000
2015-01-01,NL,1.1428571428571428,1.064516129032258,1,NA,1,NA,1.05,2,0.6666666666666666,NA,NA,NA,NA,NA,1,1,1,8000,33000,1000,NA,9000,NA,21000,2000,2000,NA,NA,NA,NA,NA,1000,2000,1000
2015-01-01,PE,1,1.2857142857142858,NA,NA,1,NA,1.2,1,1,NA,NA,NA,NA,NA,NA,1,NA,3000,9000,NA,NA,2000,NA,6000,1000,1000,NA,NA,NA,NA,NA,NA,1000,NA
2015-01-01,NS,1.1111111111111112,1.1666666666666667,1,1,1.1428571428571428,1.5,1.206896551724138,1.25,1,NA,NA,NA,1,NA,1,0.8,2,20000,56000,2000,1000,16000,3000,35000,5000,4000,NA,NA,NA,1000,NA,2000,4000,2000
2015-01-01,NB,1.0833333333333333,1.2413793103448276,1,NA,1,1,1.3888888888888888,1.5,1.5,NA,NA,NA,NA,NA,1,1,2,13000,36000,1000,NA,8000,1000,25000,3000,3000,NA,NA,NA,NA,NA,2000,3000,2000
2015-01-01,QC,1.1604938271604939,1.062992125984252,1.1875,1.0526315789473684,1.0543478260869565,1,1.0625,1.2045454545454546,1.0909090909090908,NA,1.25,1,1,1,0.8571428571428571,1.1842105263157894,1.5,188000,405000,19000,20000,97000,3000,272000,53000,36000,NA,5000,2000,6000,1000,12000,45000,21000
2015-01-01,ON,1.1724137931034482,1.044150110375276,1.2173913043478262,1.2727272727272727,1.018181818181818,0.9444444444444444,1.0588235294117647,1.42,1.0606060606060606,NA,1.5,1,1,1,1.064516129032258,1.09375,1.1333333333333333,306000,473000,28000,28000,168000,17000,270000,71000,35000,NA,9000,4000,10000,2000,33000,70000,34000
2015-01-01,MB,1.25,1.1323529411764706,1.3333333333333333,1.5,1,1,1.163265306122449,1.3333333333333333,1.1666666666666667,NA,1,NA,1,NA,1.3333333333333333,1.2,1.5,35000,77000,4000,3000,13000,1000,57000,12000,7000,NA,1000,NA,1000,NA,4000,6000,3000
2015-01-01,SK,1.2941176470588236,1.1754385964912282,1,1,1.0714285714285714,1,1.1842105263157894,1.5,1.2,NA,NA,NA,1,NA,1,1.25,1.5,22000,67000,2000,1000,15000,1000,45000,6000,6000,NA,NA,NA,1000,NA,3000,5000,3000
2015-01-01,AB,1.2857142857142858,1.1272727272727272,1.4285714285714286,1.4,1,1,1.1886792452830188,1.25,1.2307692307692308,NA,1.5,1,1,1,1.125,1.1764705882352942,1.6666666666666667,81000,186000,10000,7000,44000,2000,126000,15000,16000,NA,3000,1000,3000,1000,9000,20000,10000
2015-01-01,BC,1.2941176470588236,1.115606936416185,1.2222222222222223,1.3636363636363635,1.0740740740740742,1,1.1226415094339623,1.2941176470588236,1.2307692307692308,NA,1.6666666666666667,2,1,1,1.0909090909090908,1.2,2.1666666666666665,110000,193000,11000,15000,58000,3000,119000,22000,16000,NA,5000,2000,3000,1000,12000,24000,13000
2015-01-01,YT,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01,NT,1,1.5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1000,3000,NA,NA,NA,NA,2000,NA,1000,NA,NA,NA,NA,NA,NA,1000,NA
2015-01-01,NU,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-01,CA,1.2321699544764795,1.103960396039604,1.253968253968254,1.2380952380952381,1.0602409638554218,1.0344827586206897,1.12090395480226,1.4295774647887325,1.1217391304347826,1,1.2222222222222223,1,1,1.2,1.0389610389610389,1.09375,1.59375,812000,1561000,79000,78000,440000,30000,992000,203000,129000,1000,22000,10000,25000,6000,80000,175000,102000
2016-01-01,NL,1.1428571428571428,1.064516129032258,1,NA,1.1111111111111112,NA,1.05,2,0.6666666666666666,NA,NA,NA,NA,NA,1,1,1,8000,33000,1000,NA,10000,NA,21000,2000,2000,NA,NA,NA,NA,NA,1000,2000,1000
2016-01-01,PE,1,1.2857142857142858,NA,NA,1,NA,1.4,1,1,NA,NA,NA,NA,NA,NA,1,NA,3000,9000,NA,NA,2000,NA,7000,1000,1000,NA,NA,NA,NA,NA,NA,1000,NA
2016-01-01,NS,1.1666666666666667,1.1666666666666667,1,1,1.1428571428571428,1,1.2413793103448276,1.25,1.25,NA,NA,NA,1,NA,1,1,2,21000,56000,2000,1000,16000,2000,36000,5000,5000,NA,NA,NA,1000,NA,2000,5000,2000
2016-01-01,NB,1.1666666666666667,1.2758620689655173,1,1,0.875,NA,1.5,1.5,2,NA,NA,NA,NA,NA,1,1,2,14000,37000,1000,1000,7000,NA,27000,3000,4000,NA,NA,NA,NA,NA,2000,3000,2000
2016-01-01,QC,1.1851851851851851,1.062992125984252,1.125,1.105263157894737,1.0543478260869565,1,1.06640625,1.2045454545454546,1.0909090909090908,NA,1.25,1,1.1666666666666667,1,0.8571428571428571,1.236842105263158,1.6428571428571428,192000,405000,18000,21000,97000,3000,273000,53000,36000,NA,5000,2000,7000,1000,12000,47000,23000
2016-01-01,ON,1.210727969348659,1.0662251655629138,1.2608695652173914,1.3181818181818181,1.0424242424242425,0.9444444444444444,1.0784313725490196,1.58,1.0909090909090908,NA,1.5,1,0.9,1,1.064516129032258,1.015625,1.3333333333333333,316000,483000,29000,29000,172000,17000,275000,79000,36000,NA,9000,4000,9000,2000,33000,65000,40000
2016-01-01,MB,1.2857142857142858,1.1470588235294117,1,1.5,1,1,1.183673469387755,1.3333333333333333,1.3333333333333333,NA,1,NA,1,NA,1.3333333333333333,1.2,2,36000,78000,3000,3000,13000,1000,58000,12000,8000,NA,1000,NA,1000,NA,4000,6000,4000
2016-01-01,SK,1.3529411764705883,1.1754385964912282,1,1,1.1428571428571428,1,1.1842105263157894,1.75,1,NA,NA,NA,1,NA,1,1,1.5,23000,67000,2000,1000,16000,1000,45000,7000,5000,NA,NA,NA,1000,NA,3000,4000,3000
2016-01-01,AB,1.2857142857142858,1.1575757575757575,1.5714285714285714,1.4,1.0454545454545454,1,1.2075471698113207,1.3333333333333333,1.3076923076923077,NA,1,1,1,1,1.125,1.0588235294117647,1.8333333333333333,81000,191000,11000,7000,46000,2000,128000,16000,17000,NA,2000,1000,3000,1000,9000,18000,11000
2016-01-01,BC,1.3529411764705883,1.1445086705202312,1.2222222222222223,1.3636363636363635,1.1296296296296295,1,1.1415094339622642,1.411764705882353,1.2307692307692308,NA,1.6666666666666667,2,1,1,1.0909090909090908,1.2,2.5,115000,198000,11000,15000,61000,3000,121000,24000,16000,NA,5000,2000,3000,1000,12000,24000,15000
2016-01-01,YT,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-01,NT,1,1.5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1000,3000,NA,NA,NA,NA,2000,NA,1000,NA,NA,NA,NA,NA,NA,1000,NA
2016-01-01,NU,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,CA,1.2503793626707131,1.1018387553041018,1.1904761904761905,1.3015873015873016,1.0409638554216867,1.0689655172413792,1.1265536723163843,1.4788732394366197,1.1304347826086956,1,1.2222222222222223,1,1,1.2,1.0649350649350648,1.10625,1.578125,824000,1558000,75000,82000,432000,31000,997000,210000,130000,1000,22000,10000,25000,6000,82000,177000,101000
